text,labels,fuel_type,year
"WIJ GELOVEN dat hier allemaal niet zoveel van terecht zal komen . Mogelijk zal hier en daar op een studeervertrek waar nog een verwarmingsbron moet worden aangeschaft ! in de toekomst een gaskachel ( geschikt voor aardgas ) worden geplaatst of zal individueel op gasverwarming worden overgeschakeld . Maar grote verschuivingen op dit gebied verwachten wij allerminst . Wie een kolenhaard bezit , een elektrische kachel of een oliestook zal heus niet zonder meer op gasverwarming overstappen , ook al zou de gasprijs bijzonder aantrekkelijk worden . ( Voor hen , die een gezin gaan stichten , ligt de zaak uiteraard weer anders . ) Overigens zal men bij het vaststellen van de nieuwe gasprijs toch rekening moeten houden met de prijzen van kolen en huisbrandolie en zal het prijsverschil dus niet zó geweldig kunnen zijn . Deskundigen verwachten in elk geval niet dat de huidige gasprijs ( die zeer nog is ! ) tot minder dan de helft zal dalen . TOT HEDEN heeft men het verbruik van gas voor ruimteverwarming bewust afgeremd . Men zal in de ( nabije ) toekomst trachten het ( aard ) gas erin te brengen . Er zullen dus wel advertentie-campagnes gevoerd worden in de trant van Doe méér met gas of Een gasvlam is pas vuur ! We zijn benieuwd , wat het aardgas ns nog zal brengen . T. J. K.",1,gas,1960s
"In de gehele wereld zowel in de landen van het Westerse blok als in die landen welke deel uitmaken van hetj communistische blok kan men een stijgende behoefte aan alle vormen van energie waarnemen . Evenals in het ver-1 leden zal de aardolie zijn aandeel in deze groeiende energiebehoefte opeisen . Tot op heden nam het olieverbruik procentueel meer toe als het totale energieverbruik . Dit vond eensdeels zijn oorzaak in het toenemende verkeer en het gebruik als grondstof voor de vervaardiging van chemische producten , anderdeels in een steeds verdere verdringing van steenkool door olie . Bij dit laatste spelen vanzelfsprekend de efficientere vervoers- en verbruiksmogelijkheden van de vloeibare olie een grote rol . Hoewel men voor de komende jaren op een stijgend aardolieverbruik zal moeten rekenen , zal deze stijging toch procentueel minder zijn als in het verleden . Niet alleen is de steenkool reeds zover teruggedrongen dat van deze zijde weinig winst mag worden verwacht , maar ( bovendien vindt een aantasting van het marktaandeel van de olie plaats door het aardgas . Daar echter doorgaans de exploitatie van de aardgasvoorraden door de internationale olieconcerns plaats vindt , betekent dit geenszins een aantasting van de winstcapaciteit van deze ondernemingen . Bovendien is een effencient gebruik van aardgas vrijwel gebonden aan een vast distributiesysteem ( buizennet ) , waardoor de toepassingsmogelijkheden tot dichtbevolkte en industrieel sterk ontwikkelde gebieden beperkt zijn .",1,gas,1960s
"wanneer bijvoorbeeld een cake goed is . MENIGE huisvrouw klaagt erover , dat het aardgas zoveel heter is . Is dat zo ? Dit zegt de directeur van het gemeentelijk gasbedrijf , ir . D. J. Adriaanse ervan Het gas heter ? Wel , in wezen hebben ze wel gelijk . Maar die hogere calorische waarde wordt door de ombouw weer teruggebracht tot het normale niveau van het oude stadsgas . Het probleem zit hem hierin , dat vele leidingen en toestellen in de loop",1,gas,1960s
"BRUSSEL , 29 aug. In de EEG ral in 1975 waarschijnlijk 8 pcL van het -totale energieverbruik voor rekening van aardgas komen . En Nederland tal dat aardgas het goedkoopste kunnen leveren Aldus luidt de conclusie van het bureau voor dc Statistiek van de E.E.G . De economische betekenis van het aardgas is afhankelijk van afstand , omvang van het ga3veld cn natuurlijke gesteldheid van het terrein voor de pijpleidingen . Wat het laatste betreft zijn praktisch alleen de Nederlandse en Alge ijnsc aardgasvelden groot genoeg om het leggen van grote pijpleidingen te ! rechtvaardigen . Zoals uit nevenstaand staatje blijkt , komt Nederland , wat betreft bewezen aanwezigheid van aardgas , op de derde plaats in de wereld . Alleen Nederland cn Algerije kunnen derhalve gaedkoop vervoer van het aardgas aanbieden . Voor Algerije maakt een pijpleiding door do Middellandse Zee het aardgas weer veel duurder . De aardgasvoorziening van West-Europa is daarom in overwegende mate op Nederlands aardgas aangewezen . Als alle verwachtingen in vervulling gaan zal in 1975 ongeveer 40 miljard m 3 Nederlands aardgas in de EEG worden verbruikt . Slechts ca . 30 miljard m 3 aardgas zou door de andere landen van de EEG en door Noord-Afrika geleverd kunnen worden . Om deze verwachtingen mogelijk te maken zal het Nederlandse aardgas in het buitenland waarschijnlijk tegen dezelfde prijzen a s de olieprodukten geleverd worden . De aardgasprijs van de anderen zal , door de hogere transportkosten , 20 tot 30 % hoger komen te liggen .",2,gas,1960s
"Naar aanleiding van het bericht dat de provincies Groningen , Friesland en Drenthe bij het Verbruik van aardgas voor industriële doeleinden een korting krijgen van 0.2 cent per m 3 hebben wij een aantal prominente persoonlijkheden om commentaar gevraagd . , Mr . K. H. Gaarlandt , commissaris der Koningin in de provincie Drenthe wilde als bestuurder geen commentaar geven . Wel zei hij ons , dat hij uit gesprekken met industriëlen had afgeleid , dat deze groepering prijs gesteld zou hebben op een hogere korting en dat die van 0.2 cent lager is dan zij verwacht had .",0,gas,1960s
"De Engelse gegevens mogen natuurlijk niet zonder meer worden gebruikt om er de toekomst van net gasverbruik ln Nederland mee te voorspellen . Toch blijkt er wel uit , dat er nog genoeg ruimte ls voor een aanzlenllJke stijging van het gebruik van gas voor huishoudelijke doeleinden ln ons land . Die stijging zal niet op de eersto plaats komen van het gasgebrulk voor kookdoeleinden . Daar zit niet zoveel muziek ln . De grote vertwulksstUging moet ln de eerste plaats komen van do heetwatervoorrieningen en do verwarming .",2,gas,1960s
"De eerste verbruikerstarieven op basis van het Slochteren-gas zijn nogal tegengevallen . De allereerste was de N.V. Gamog uit Zutphen . De onderneming , die een aantal kleine gemeenten van gas voorziet , stelde tarieven vast , die wat het vastrecht betreft ƒ 0,75 tot ƒ 2,25 hoger wagen dan het tarief van het normbedrijf zoals de Gasunie zich dat had gedacht . Wü moeten wel , zei de Gamog , want de distributiekosten bü kleine bedrijven als de onze zijn zo hoog . WU kunnen niet uit met dr prijs van het normbedrijf .",0,gas,1960s
"ren , mag verwaarlozen . Die zullen nl . nog tientallen jaren nodig zijn , mede voor produktie van de splijtstof waarmee de broeders moeten starten . Als de industrie in de gemeenschap geen rekening houdt met de te verwachten grote afzet op dit gebied , zal ze zich zelf te kort doen , zo meende hij Het Euratomcentrum te Petten zal ln het onderzoek van Euratom een belangrijke plaats krijgen al het werk in de zes landen aan reaktors met hoge temperaturen zal er worden gekoördineerd . De Nederlandse hoge-fluxreaktor voor het beproeven met materialen noemde mr. Sassen de beste proefreaktor , die op het ogenblik in de gemeenschap bestaat . De vraag wanneer kerenergie , wat de prijs betreft , zal kunnen konkurreren met energie die met behulp van kolen , olie of aardgas wordt opgewekt , zal spoedig definitief beantwoord worden . Men kan er op rekenen , aldus mr. Sassen , dat na 1970 de andere energiebronnen voor de moeilijkheid komen te staan , dat ze duurder zijn dan de kernenergie . Maar zoals gezegd blijft er voorlopig nog genoeg ruimte op de energiemarkt . Wel zal de kernenergie na 1970 de strategische rol van de eigen kolenmijnen van de gemeenschap ( d.w.z . de zekerheid van bevoorrading in geval van nood ) gaan overnemen , aangezien de opslag van kernbrandstof veel goedkoper is dan die van kolen en olie . Het kolenprobleem zal daarna alleen nog een sociaal en ekonomisch vraagstuk zijn.",1,gas,1960s
"( Van onze correspondent in Den Haag ) ENZIJ DE GASPRIJS drastisch wordt verlaagd , of wat tc taal onaannemelijk is de minister van Volkshuisvesting een extra verhoging van de toch al stijgende bouwkosten ( en daardoor van de huren ) in de hand wil werken , zal er van eigen centrale verwarming in woningwetwoningen nooit iets kunnen Jjomen . De gewekte verwachting de grote aardgasvondst bij Slochteren zal het hele Nederlandse huis s winters behaaglijk bewoonbaar maken , zal onvervuld blijven . Centrale verwarming et aardgas komt per week f 1.70 duurder uit dan de maximal f 7.50 verwarmingskosten , die bij de goedkeuring van bouwprojecten worden toegestaan .",0,gas,1960s
"brand de komende jaren een grotere rol dan tot dusverre zal spelen . Dit kan eveneens het geval zün met olie of petroleum , omdat deze tydens de strenge winter in de meeste plaatsen altüd verkrügbaar was de garages hadden er grote hoeveelheden van ingeslagen en verder , omdat een Italiaanse maatschappy zich in de konkurrentie-strijd heeft gemengd . Het gebruik van elektriciteit zal zeker niet in dezelfde mate omhoog gaan , omdat de elektriciteits-voorziening , evenals de voorziening met steenkool , in de afgelopen winter veel te wensen over heeft gelaten . De genationaliseerde elektriciteits-industrie heeft wel een programma opgesteld voor het opvoeren van de produktie met 4 % binnen het tijdvak 1961-7O , maar in de jaren , die vóór ons liggen zullen er , naar de NEDC ( National Economie Development Council ) in zyn jongste rapport meedeelt , meer en langduriger interrupties van de elektriciteits-voorziening zyn dan al verwacht werd . De Britse Gas Council staat bij de verbetering , die de aanvoer van gas uit de Sahara zal brengen , niet stil . Zijn schijnt ook belang te stellen in de gasvondst ln Nederland voorlopig is hierover nog geen enkele overeenkomst gesloten . De Gas Council zoekt het ook nog dichterbij . Samen met een Amerikaans oliekoncern , Pan American International Exploration , zal er over een gebied van 20.000 ierkante Engelse miilyn van het Noordzee-bed , vóór de kust van Yorkshire , Linrolnshire en Suffolk naar olie en aardgas worden gezocht . Men is daartoe overgegaan , nadat in Groningen aardgas werc gevonden.",2,gas,1960s
"De minister van Economische Zaken , drs . J. W. de Pons , beschikt niet over nadere gegevens over het voorkomen van aardgas in het noorden van ons land , aldus de memorie van antwoord aan de Eerste Kamer naar aanleiding van de begrotingen van de staatsmijnen en het staatsgasbedrijf . De minister is gaarne bereid te overwegen of en zo ja in hoeverre het wenselijk is de Staatsmijnen in te schakelen bü de exploitatie van dit aardgas . Met vele andere leden is de minister van mening , dat de aardgasvondsten van grote betekenis kunnen worden voor de energievoorziening van Nederland . In hoeverre dl veranderingen zal meebrengen voor de positie van het staatsgasbedrijf of van de Staatsmijnen , kan de minister thans nog niet beoordelen . HU wijst erop dat zijn beleid erop gericht is een evenwichtige ontwikkeling van deze nieuwe enegiebron te bevorderen , zodat een harmonische aanpassing aan het bestaande energieaanbod van kolen en olie tot stand kan komen- Het is de minister nog niet mogelyk een antwoord te geven op de vraag , of het de bedoeling is aardgas mede ter beschikking te stellen van de industriële grootverbruikers van kolen en olie in het noordoosten van het land . Bij de komende beslissing over de bestemming van het aardgas wordt deze mogelijkheid stellig In de overwegingen betrokken , zo deelt de minister mede . Voor zover de beschikbare gasreserves dit toelaten is de minister gaarne bereid te bevorderen , dat een eventueel in Delfzyl te stichten chemische industrie steeds zal kunnen beschikken over voldoende aardgas als grondstof om een ekonomische produktie en een verdere ontwikkeling van die produktie mogelyk te maken . Of het gewonnen aardgas ook in de toekomst aan de staat zal moeten worden aangeboden , hangt af van de voorwaarden waaronder concessie zal worden verleend voor de winning van het aardgas in het noorden des lands . Ook verklaart de minister dat hy een exploitatie door de staat niet als doel op zich zelf beschouwt . Hij gaat er echter evenmin van uit , dat de afzet van het aardgas in beginsel uitsluitend aan het partikulier initiatief zou moeten worden overgelaten . Een zekere invloed van de centrale overheid acht de minister onmisbaar , doch deze behoeft niet verder te gaan dan nodig is om de doelstellingen van het beleid te verwezenlijken . Konkrete aanbiedingen voor de levering van aardgas aan het buitenland zyn niet gedaan . De besprekingen die tot nu toe met het buitenland zyn gevoerd , hadden slechts ten doel na te gaan voor welke hoeveelheden en tegen welke pryzen in het buitenland belangstelling voor het aardgas uit Nederland bestaat- Het initiatief tot deze besprekingen was in het merendeel van de gevallen van buitenlands zyde genomen , aldus de memorie van antwoord . Export van aardgas heeft tot nu toe niet plaatsgehad , zo deelt de minister mede . Ten aanzien hiervan kan het staatsgasbedrijf dus niet over ervaring beschikken . Wel beschikt de direktie van dit bedryf over ervaring met de import van gas . Dit vereist langdurige onderhandelingen met buitenlandse gasleveranciers .",2,gas,1960s
